Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat [SSE问答],9246,8,11,18.92756997618675,1.7826999974204227,241.83929999708198,0.04239671209171534,15.427976839156289,0.013348887596068603,11,18,25,31,44,61,87,110,160,240,240
GET,/api/conversations [会话列表],871,1,22,33.088053272127276,2.628099999128608,181.91400000068825,9494.537313432837,1.453360137021969,0.0016686109495085753,22,36,48,52,79,94,120,130,180,180,180
,Aggregated,10117,9,13,20.146684432128648,1.7826999974204227,241.83929999708198,817.4492438469903,16.881336976178257,0.01501749854557718,13,19,27,32,48,65,92,110,170,230,240
